id,name,icon,rarity,rarity_label,cost,tags,description,build_hints,flavor,craft_only,is_container
ring_of_power,Кольцо силы,💍,uncommon,Необычный,5,аксессуар; кольцо,+15% к урону.,,"Украшение с чужого запястья. Размер подходит. Это должно тревожить сильнее, чем тревожит.",,
piggybank,Копилка,🐷,common,Обычный,3,аксессуар; ближний; сокровище,+2 макс. HP за стартовый предмет. +2 к макс. здоровью. В магазине даёт +1 усиление к следующему бою.,Билд: экономика / золото,"Копилка из детской палаты. Монеты внутри — настоящие. Звук, когда трясёшь, — как далёкий смех по радио без частоты.",,
spear,Копьё,🔱,rare,Редкий,6,оружие; ближний; крафт,Удар 3–8 урона.,Билд: анти-блок · Оставлять пустые клетки впереди · Ветка: Poison / Holy / Molten Spear,"Железо, которое не ржавеет от времени — только от того, что на него смотрят слишком долго.",,
king_crown,Королевская корона,👑👑,godly,Божественный,17,броня; шлем; святой,Потратить 10 выносливости — неуязвимость на 2.5 сек. Каждые 2.4 сек: лечит на 8 HP.,Универсальный / автономный,"Броня не защищает от ударов. Она защищает от осознания, что удар уже был — просто ты ещё не упал.",да,
royal_helmet,Королевский шлем,👑,legendary,Легендарный,10,броня; шлем,+10 защиты. +15 к макс. здоровью. Блок 10.,,"Броня не защищает от ударов. Она защищает от осознания, что удар уже был — просто ты ещё не упал.",,
king_goobert,Король губерт,👑🟢,godly,Божественный,23,питомец; крафт; святой,После 6 активаций: +35 HP. Потратить 4 выносливости: неуязвимость 1.5с.,Билд: питомцы · Крафт: King Crown + Goobert,"Глаза у него как у игрушки из автомата: стеклянные, и в них отражается не ты.",да,
shortbow,Короткий лук,🏹,common,Обычный,4,оружие; дальний; крафт,100% шанс: +1 урона (макс. +3). Удар 2–3 урона.,"Билд: Ranger дальний бой · Пары: Whetstone, Gloves of Haste","Когда-то это было оружием. Теперь — улика. Кровь здесь не красная, а цвета старой плёнки. Оставлено для тех, кто ещё помнит своё имя — короткий лук не прощает забывчивых.",,
death_scythe,Коса смерти,☠️🌾,legendary,Легендарный,12,оружие; ближний; яд; тёмный,Когда у противника 25 яда: +65% крит (раз).,"Билд: яд / Reaper · Пары: Pestilence Flask, Poison Goobert, яд-еда",Удар им не больнее обычного. Просто после удара дольше не слышишь собственный пульс.,,
cauldron,Котёл,🫕,unique,Уникальный,10,аксессуар; тёмный; крафт,В магазине: улучшить зелье. Каждые 2.6с: случайный эффект (лечение/реген/удача).,Билд: Reaper дебаффы,"Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего. Оставлено для тех, кто ещё помнит своё имя — котёл не прощает забывчивых.",,
wonky_snowman,Кривой снеговик,⛄,epic,Эпический,8,аксессуар; лёд,50% замедление при попадании.,Билд: лёд,"Холод не снаружи. Он внутри предмета — там, где давно не было тепла живого тела.",,
blood_amulet,Кровавый амулет,📿,legendary,Легендарный,8,аксессуар; вампирский; крафт,В начале боя: +2 реген. +20 к макс. здоровью.,"Билд: вампиризм · Крафт: Bloody Dagger, Vampiric Armor, Blood Goobert",Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего.,,
blood_goobert,Кровавый губерт,🔴,legendary,Легендарный,15,питомец; вампирский; крафт,В начале боя: Получить 5 стаков После 6 активаций предметов: Нанести 10 маг. Урона с 100% вампиризмом. Даёт +1 за каждый стака,"Билд: вампиризм, питомцы · Крафт: Goobert + Blood Amulet · Пары: Blood Amulet, Hungry Blade, Blood Goobert","Спутник не живой. Он просто ещё не понял, что давно умер — и потому остаётся рядом.",да,
bloody_dagger,Кровавый кинжал,🔪🩸,legendary,Легендарный,12,оружие; ближний; вампирский; крафт,При попадании: +1 усиление. +4 лечения за вампирский предмет. Доп. атака при оглушении.,Билд: вампиризм · Крафт: Dagger + Blood Amulet,"Когда-то это было оружием. Теперь — улика. Кровь здесь не красная, а цвета старой плёнки.",да,
bloodthorne,Кровавый шип,🌹🩸,godly,Божественный,15,оружие; вампирский; шипы; ближний; крафт,При попадании: +1 шип. Потратить 1 шип: +1 HP и ещё +1 шип. +1 урона за шип.,"Билд: вампиризм, шипы / отражение · Крафт: Hungry Blade + Thorn Whip · Пары: Whetstone, Gloves of Haste","Железо, которое не ржавеет от времени — только от того, что на него смотрят слишком долго.",да,
winged_boots,Крылатые сапоги,👢🪽,godly,Божественный,13,обувь; броня; святой; крафт,"При HP ниже 70%: +1 удача, снять 15 дебаффов, уклонение (раз).",Крафт: Leather Boots + Divine Potion,"Щит тяжелее, чем кажется. Как дверь, которую ты закрывал, зная, что за ней кто-то стоит.",да,
rat,Крыса,🐀,common,Обычный,4,питомец; крафт,"На 15% быстрее за «питомцы/еда». Каждые 3.3 сек: наносит 5 магического урона, отравляет врага (1).",Билд: питомцы,"Спутник не живой. Он просто ещё не понял, что давно умер — и потому остаётся рядом. Оставлено для тех, кто ещё помнит своё имя — крыса не прощает забывчивых.",,
rat_chef,Крыса-повар,🐀👨‍🍳,rare,Редкий,8,питомец; крафт,В начале боя: +1 удача за еду. Каждые 7с: +2 выносливости и +1 усиление. Быстрее на 15% за питомца/еду.,Билд: питомцы · Крафт: Rat + Cheese,"Глаза у него как у игрушки из автомата: стеклянные, и в них отражается не ты.",да,
cthulhu,Ктулху,🐙👁️,unique,Уникальный,8,питомец; тёмный,"На 15% быстрее за «еда». Каждые 3.3 сек: +1 к самому слабому бонусу, наносит 10 магического урона, лечит на 100% от урона.","Билд: Reaper дебаффы, питомцы","Спутник не живой. Он просто ещё не понял, что давно умер — и потому остаётся рядом.",,
cubert,Куберт,🧊,unique,Уникальный,8,питомец,Каждые 4 сек: +1 холод.,Билд: питомцы,"Спутник не живой. Он просто ещё не понял, что давно умер — и потому остаётся рядом.",,
forging_hammer,Кузнечный молот,🔨,unique,Уникальный,3,аксессуар; ближний; крафт,+5% к урону. +1 урона за каждый бонус на панели. Удар 2–5 урона.,Синергия: стан → Dagger extra attack,"Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего. Оставлено для тех, кто ещё помнит своё имя — кузнечный молот не прощает забывчивых.",,
lump_of_coal,Кусок угля,🪨,common,Обычный,2,аксессуар; огонь,70% шанс: +1 урона (макс. +99). В начале боя: +8 жар. +8% к урону. Поджигает поле (1 урона в секунду). Каждые 3 сек: +1 к самому слабому бонусу.,"Билд: огонь / Pyromancer · Пары: Draconic Orb, Oil Lamp, Flame-крафты",Жар от него пахнет не дымом — горелой бумагой и чужими фотографиями.,,
djinn_lamp,Лампа джинна,🪔,godly,Божественный,11,аксессуар; магия; удача; шипы,"+8 удачи. +2 защиты. +10% к магическому урону. Каждые 1.6 сек: случайно: +1 удача, +1 мана или +1 шип. Лечение 2 HP.","Билд: мана / магия, крит / Luck, шипы / отражение · Пары: Mana Orb, Mana Potion, магические посохи","Магия здесь не светится. Она шепчет и портит воздух, как плесень в вентиляции.",,
ice_armor,Ледяная броня,🦺❄️,epic,Эпический,11,броня; лёд; крафт,В начале боя: +100 блока и +4 блока.,Билд: лёд · Крафт: Leather Armor + Spell Scroll: Frostbolt,"Прикосновение ледянее, чем должно быть. Как ручка двери в подвал, которую никто не открывал годами.",да,
ice_dragon,Ледяной дракон,🐉❄️,godly,Божественный,15,питомец; лёд; крафт,При попадании: +1 холод противнику. При 10 холода у него: +90 блока. −20% маг. урона.,"Билд: лёд, питомцы · Крафт: Ruby Whelp + White-Eyes Blue Dragon","Прикосновение ледянее, чем должно быть. Как ручка двери в подвал, которую никто не открывал годами.",,
leaf_badge,Листовой значок,🍃,unique,Уникальный,5,аксессуар; крафт; природа,Каждые 2.2 сек: +1 к самому слабому бонусу. Лечение 2 HP. В магазине чаще встречаются предметы: следопыт.,Универсальный / автономный,Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего.,,
vineweave_basket,Лозоплетёная корзина,🧺,unique,Уникальный,20,сумка; природа; крафт,+10% лечения и +3% за предмет природы внутри.,Универсальный / автономный,"Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего. Оставлено для тех, кто ещё помнит своё имя — лозоплетёная корзина не прощает забывчивых.",,да
shovel,Лопата,⛏️,rare,Редкий,8,оружие; дебафф; ближний; крафт,Удар 5–8 урона. замедление 12%. В магазине выдаёт случайный предмет.,,"Когда-то это было оружием. Теперь — улика. Кровь здесь не красная, а цвета старой плёнки.",да,
bow_and_arrow,Лук со стрелами,🏹🎯,epic,Эпический,7,оружие; дальний; крафт,100% шанс: +1 урона (макс. +7). Удар 6–9 урона.,"Билд: Ranger дальний бой · Пары: Whetstone, Gloves of Haste",Удар им не больнее обычного. Просто после удара дольше не слышишь собственный пульс.,,
moon_armor,Лунная броня,🌙🦺,godly,Божественный,19,броня; святой; магия; крафт,В начале боя: +50 блока и +20 за каждый предмет брони. Каждые 2.6с: +3 блока.,"Билд: мана / магия · Крафт: Holy Armor + Mana Orb · Пары: Mana Orb, Mana Potion, магические посохи","Формула выучена не из книги — из сна, который повторяется каждый раз, когда засыпаешь в коридоре.",да,
moon_shield,Лунный щит,🛡️🌙,godly,Божественный,18,щит; броня; магия; крафт; святой,+30% блока. В начале боя: +5 блока.,"Билд: мана / магия · Крафт: Shield of Valor + Mana Orb · Пары: Mana Orb, Mana Potion, магические посохи","Формула выучена не из книги — из сна, который повторяется каждый раз, когда засыпаешь в коридоре.",да,
magic_badge,Магический значок,✨,unique,Уникальный,5,аксессуар; крафт,В начале боя: +5 мана. +8% к урону. +25% к магическому урону. На 30% чаще срабатывают эффекты предметов. В магазине чаще предметы класса «маг».,Универсальный / автономный,Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего.,,
enchanted_staff,Магический посох,🪄,uncommon,Необычный,0,оружие; магия; ближний,Магический удар 2–5 урона.,,"Железо, которое не ржавеет от времени — только от того, что на него смотрят слишком долго.",да,
magic_staff,Магический посох,🪄✨,epic,Эпический,10,оружие; магия; дальний; крафт,При атаке: −3 маны → +6 урона и +2 урона навсегда.,"Билд: мана-маг · Ветка: Staff of Fire, Critwood, Unhealing · Пары: Mana Orb, Broom","Железо, которое не ржавеет от времени — только от того, что на него смотрят слишком долго.",да,
magic_torch,Магический факел,✨,legendary,Легендарный,11,аксессуар; огонь; магия; крафт,При попадании: −1 выносливости → +1 урона этому предмету и оружию.,"Билд: огонь / Pyromancer, мана / магия · Крафт: Torch + Mana Potion · Пары: Draconic Orb, Oil Lamp, Flame-крафты","Магия здесь не светится. Она шепчет и портит воздух, как плесень в вентиляции.",да,
lil_chestnut,Маленький каштан,🌰,unique,Уникальный,6,питомец,На 1% быстрее за стоимость предметов. Каждые 6 сек: +3 к самому сильному бонусу. При обновлении магазина 40% шанс: +3 золота.,Билд: питомцы,"Глаза у него как у игрушки из автомата: стеклянные, и в них отражается не ты.",,
mana_crystal,Мана-кристалл,💎,uncommon,Необычный,5,магия,Магический удар 1–4 урона.,,"Магия здесь не светится. Она шепчет и портит воздух, как плесень в вентиляции.",,
maneki_neko,Манэки-нэко,🐱,legendary,Легендарный,10,аксессуар; удача; святой,+3 защиты. +15 удачи. На 3% чаще срабатывают эффекты предметов. +1 удачи.,Билд: крит / Luck,"Украшение с чужого запястья. Размер подходит. Это должно тревожить сильнее, чем тревожит.",,
oil_lamp,Масляная лампа,🪔,epic,Эпический,7,аксессуар; огонь; pyromancer,В начале боя: +2 жара. Каждые 3.4с: оружие +1 урона.,"Билд: огонь / Pyromancer · Пары: Burning Sword, Draconic Orb","Огонь не освещает. Он показывает то, что стояло в темноте, пока ты отводил взгляд.",,
broom,Метла,🧹,common,Обычный,4,оружие; дебафф; ближний,При промахе: следующая атака сильнее на 2. При попадании: 33% шанс: +1 яда. Удар 2–4 урона.,"Пары: Whetstone, Gloves of Haste",Мётла из закрытого кинотеатра. Щетина пахнет сырой плиткой и чужим потом. Ею уже кто-то пытался вымести следы — следы остались.,,
villain_sword,Меч злодея,🗡️😈,unique,Уникальный,7,оружие; ближний; тёмный,+4 урона за каждый предмет «тёмный». Удар 2–4 урона.,Билд: тёмный carry · Пары: много соседних мечей (⭐),"Когда-то это было оружием. Теперь — улика. Кровь здесь не красная, а цвета старой плёнки.",,
knight_sword,Меч рыцаря,⚔️,rare,Редкий,9,оружие; ближний,Удар 12–16 урона.,,"Когда-то это было оружием. Теперь — улика. Кровь здесь не красная, а цвета старой плёнки.",,
stamina_sack,Мешок выносливости,🎒,epic,Эпический,5,сумка; stamina,+3 слотов рюкзака. +1 макс. выносливости.,Билд: много оружия / высокая ⚡-стоимость · Пары: Heroic Potion,"Внутри больше места, чем снаружи. Как комната, в которую ты заходишь и понимаешь — выхода не было никогда.",,да
bag_of_stones,Мешок камней,🪨,rare,Редкий,3,аксессуар; природа,Камни можно бросать много раз.,Универсальный / автономный,"Украшение с чужого запястья. Размер подходит. Это должно тревожить сильнее, чем тревожит.",,
miss_fortune,Мисс Фортуна,🐱🍀,epic,Эпический,7,питомец; тёмный; крафт,Каждые 2.1с: −1 удача → +3 к самому большому стаку.,"Билд: Reaper дебаффы, питомцы","Глаза у него как у игрушки из автомата: стеклянные, и в них отражается не ты.",,
mrs_struggles,Миссис Страглз,😤,legendary,Легендарный,7,питомец,На 10% быстрее за «тёмный». Каждые 4.7 сек: снять по 1 бонусу каждого типа у врага.,Билд: питомцы,"Спутник не живой. Он просто ещё не понял, что давно умер — и потому остаётся рядом.",,
mr_struggles,Мистер Страглз,😰,unique,Уникальный,10,питомец,Каждые 3 сек: наносит 4 магического урона. В магазине чаще встречаются предметы: питомцы.,Билд: питомцы,"Глаза у него как у игрушки из автомата: стеклянные, и в них отражается не ты.",,
hammer,Молот,🔨,rare,Редкий,8,оружие; ближний; оглушение,При попадании: 45% оглушает на 0.5 сек. Удар 10–13 урона. замедление 18%.,Билд: стан · Пары: Dagger (extra attack) · Утилита: Piggybank → монеты,"Когда-то это было оружием. Теперь — улика. Кровь здесь не красная, а цвета старой плёнки.",,
carrot_goobert,Морковный губерт,🥕,epic,Эпический,12,питомец; природа; крафт,После 5 активаций: снять 3 дебаффа и +2 усиления.,Билд: питомцы · Крафт: Goobert + 2× Carrot,"Глаза у него как у игрушки из автомата: стеклянные, и в них отражается не ты.",да,
carrot,Морковь,🥕,rare,Редкий,3,еда; удача; природа; крафт,"Каждые 2.7 сек: 55% +1 удача, снимает 1 негатива. Лечение 3 HP.","Билд: крит / Luck, еда / Pan",На вкус как память. Неприятная. Настоящая. Ты всё равно проглотишь.,,
frost_crystal,Морозный кристалл,❄️,uncommon,Необычный,6,магия; лёд,Магический удар 1–4 урона. замедление 15%.,,"Формула выучена не из книги — из сна, который повторяется каждый раз, когда засыпаешь в коридоре.",,
fly_agaric,Мухомор,🍄,rare,Редкий,3,еда; яд; природа,Каждые 3.6 сек: отравляет врага (1). +15% урона на 5 сек.,"Билд: яд / DoT, еда / Pan · Пары: Pestilence Flask, Death Scythe, ядовитые питомцы","Капля на металле расползается медленно — как пятно на стене, которое появляется каждую ночь.",,
fortunas_hope,Надежда Фортуны,🏹🍀,epic,Эпический,8,оружие; удача; дальний; крафт,При попадании: 75% шанс +1 удача.,"Билд: Ranger дальний бой, крит / Luck · Крафт: Shortbow + 2× Lucky Clover · Пары: Whetstone, Gloves of Haste",Удар им не больнее обычного. Просто после удара дольше не слышишь собственный пульс.,да,
impractically_large_greatsword,Непрактично огромный двуручник,⚔️📏,godly,Божественный,14,оружие; ближний,При 5+ жар: +1 усиление. Удар 40–50 урона.,"Пары: Whetstone, Gloves of Haste","Железо, которое не ржавеет от времени — только от того, что на него смотрят слишком долго.",,
unstable_recombobulator,Нестабильный перекомбобулятор,🎰,epic,Эпический,6,аксессуар,"+12 удачи. Каждые 4 сек: случайно: +1 удача, отравляет врага (1) или лечит на 5 HP. +15% урона на 3 сек. В магазине перерабатывает себя и соседние предметы в новые (по их общей цене).",Универсальный / автономный,"Украшение с чужого запястья. Размер подходит. Это должно тревожить сильнее, чем тревожит.",,
frostbite,Обморожение,🗡️❄️,legendary,Легендарный,11,оружие; лёд; вампирский; крафт; ближний,+1 урона за яд у противника. Когда у противника 30 яда: +12 HP (раз).,"Билд: лёд, вампиризм · Крафт: Hungry Blade + Spell Scroll: Frostbolt · Пары: Whetstone, Gloves of Haste","Железо, которое не ржавеет от времени — только от того, что на него смотрят слишком долго.",да,
obsidian_dragon,Обсидиановый дракон,🐉🖤,godly,Божественный,18,питомец; огонь; магия; крафт,При 8 жара: +2 урона и гарантированный крит.,"Билд: огонь / Pyromancer, мана / магия, питомцы · Крафт: Ruby Whelp + Draconic Orb · Пары: Draconic Orb, Oil Lamp, Flame-крафты","Формула выучена не из книги — из сна, который повторяется каждый раз, когда засыпаешь в коридоре.",,
flame_badge,Огненный значок,🔥,unique,Уникальный,5,аксессуар; огонь; крафт,+8% к урону. Поджигает поле (6 урона в секунду). На 5% чаще срабатывают эффекты предметов. В магазине чаще встречаются предметы: пиромант. В магазине (65% шанс) создаёт предмет пламени за 1 золото.,"Билд: огонь / Pyromancer · Пары: Draconic Orb, Oil Lamp, Flame-крафты","Огонь не освещает. Он показывает то, что стояло в темноте, пока ты отводил взгляд.",,
flame_whip,Огненный кнут,🔥🪢,legendary,Легендарный,10,оружие; огонь; шипы; ближний; крафт,При атаке: −1 жар → +8 урона и +4 шипа.,"Билд: огонь / Pyromancer, шипы / отражение · Крафт: Thorn Whip + 2× Flame · Пары: Whetstone, Gloves of Haste","Когда-то это было оружием. Теперь — улика. Кровь здесь не красная, а цвета старой плёнки.",да,
fire_staff,Огненный посох,🔥,legendary,Легендарный,12,оружие; магия; огонь; ближний,Поджигает поле (3 урона в секунду). +15% пробивания блока. Огненный удар 6–11 урона.,,Удар им не больнее обычного. Просто после удара дольше не слышишь собственный пульс.,,
staff_of_fire,Огненный посох,🪄🔥,legendary,Легендарный,18,оружие; огонь; магия; крафт; ближний,При атаке: −2 маны и −2 жара → +6 урона.,"Билд: огонь / Pyromancer, мана / магия · Крафт: Magic Staff + Draconic Orb · Пары: Whetstone, Gloves of Haste",Удар им не больнее обычного. Просто после удара дольше не слышишь собственный пульс.,да,
friendly_fire,Огонь по своим,🔥🤝,unique,Уникальный,10,оружие; огонь; ближний; крафт,Каждые 3с: −1 жар → +2 жара. При 20 жара: 100 маг. урона.,"Билд: огонь / Pyromancer · Пары: Whetstone, Gloves of Haste",Удар им не больнее обычного. Просто после удара дольше не слышишь собственный пульс.,,
chili_goobert,Острый губерт,🌶️,epic,Эпический,11,питомец; огонь; крафт,После 6 активаций: +12 HP и +2 жара.,"Билд: огонь / Pyromancer, питомцы · Крафт: Goobert + Chili Pepper · Пары: Draconic Orb, Oil Lamp, Flame-крафты",Жар от него пахнет не дымом — горелой бумагой и чужими фотографиями.,да,
white_lily_collar,Ошейник белой лилии,🤍,godly,Божественный,14,аксессуар; удача; святой; крафт,"+3 удачи, +2 защиты. Каждые 3.5с: +6 HP и снять 1 дебафф.",Крафт: Red Orchid Collar + Holy Armor,Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего.,да,
red_orchid_collar,Ошейник красной орхидеи,🌺,legendary,Легендарный,10,аксессуар; удача; вампирский; крафт,+2 удачи. +4% вампиризма за соседнее оружие. +4% крит за удачу.,Крафт: Acorn Collar + Blood Amulet · ветка Lily/Sage,Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего.,да,
blue_sage_collar,Ошейник синего шалфея,💠,godly,Божественный,14,аксессуар; удача; магия; крафт,В начале боя: +4 маны. При атаке: −2 маны → +5 урона и гарант. крит 1.2с.,Крафт: Red Orchid Collar + Mana Crystal,"Формула выучена не из книги — из сна, который повторяется каждый раз, когда засыпаешь в коридоре.",да,
pandamonium,Пандемоний,🐼☠️,legendary,Легендарный,11,оружие; яд; ближний; тёмный; крафт,+1 урона за еду. +1 яд при попадании. +4% крит за дебафф противника.,"Билд: яд / DoT, Reaper дебаффы · Крафт: Pan + Corrupted Crystal · Пары: Pestilence Flask, Death Scythe, ядовитые питомцы","Железо, которое не ржавеет от времени — только от того, что на него смотрят слишком долго.",да,
spider_web,Паутина,🕸️,uncommon,Необычный,5,природа; дебафф; универсальный,замедление 10%.,,"Предмет, который не лечит. Он только помогает болезни найти дорогу быстрее.",,
chili_pepper,Перец чили,🌶️,rare,Редкий,5,еда; огонь; крафт,"Каждые 4.5 сек: +1 жар, лечит на 5 HP. При 10+ жар: снимает 1 негатива.","Билд: огонь / Pyromancer, еда / Pan · Пары: Draconic Orb, Oil Lamp, Flame-крафты",Жар от него пахнет не дымом — горелой бумагой и чужими фотографиями.,,
gloves_of_power,Перчатки силы,🧤💪,legendary,Легендарный,10,перчатки; аксессуар; крафт,"+20% урона, −10% скорости. При попадании: +7 усиления.",Крафт: Gloves of Haste + Stone Skin Potion,Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего.,,
gloves_of_haste,Перчатки спешки,🧤⚡,rare,Редкий,4,перчатки; аксессуар; универсальный; крафт,В начале боя: предметы срабатывают на 20% быстрее.,"Билд: темпо · Крафт-ядро: Falcon Blade, Vampiric Gloves · Ставить на «запястья» оружия/питомцев",Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего.,,
ripsaw_blade,Пила-раздиратор,🪚🩸,legendary,Легендарный,7,оружие; шипы; ближний,При попадании: украсть 1 урона у оружия врага. Удар 8–10 урона.,"Билд: шипы / отражение · Пары: Whetstone, Gloves of Haste",Удар им не больнее обычного. Просто после удара дольше не слышишь собственный пульс.,,
platinum_customer_card,Платиновая карта покупателя,💳,epic,Эпический,8,аксессуар; сокровище; крафт,+10% к прокам. Каждые 4с: снять 2 дебаффа.,Билд: экономика / золото · Крафт: Customer Card + Customer Card,Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего.,,
snowmaster,Повелитель снега,❄️,legendary,Легендарный,9,аксессуар; лёд,"На 10% быстрее за «холод». Каждые 1.3 сек: снимает 1 негатива, +1 холод (себе или врагу). замедление 12%.",Билд: лёд,"Прикосновение ледянее, чем должно быть. Как ручка двери в подвал, которую никто не открывал годами.",,
repeater,Повторитель,🔁,unique,Уникальный,8,аксессуар,Повтор магии (100%). Каждые 12 сек: +1 к самому слабому бонусу.,Универсальный / автономный,"Украшение с чужого запястья. Размер подходит. Это должно тревожить сильнее, чем тревожит.",,
present,Подарок,🎁,unique,Уникальный,10,аксессуар; крафт; природа,В начале боя: +5 удачи и +15 HP.,Универсальный / автономный,Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего.,,
pop,Поп,💥,unique,Уникальный,6,аксессуар,На 3% быстрее за сокет. Каждые 8 сек: отравляет врага (3).,Универсальный / автономный,"Украшение с чужого запястья. Размер подходит. Это должно тревожить сильнее, чем тревожит.",,
critwood_staff,Посох критического древа,🪄🌳,legendary,Легендарный,18,оружие; магия; крафт; ближний,При атаке: −3 маны → +7 урона и гарантированный крит 1.5с.,"Билд: мана / магия · Крафт: Magic Staff + Acorn Collar · Пары: Whetstone, Gloves of Haste",Удар им не больнее обычного. Просто после удара дольше не слышишь собственный пульс.,да,
staff_of_unhealing,Посох неисцеления,🪄💀,godly,Божественный,19,оружие; магия; тёмный; крафт; ближний; лечение,Каждые 2с: +20 HP.,"Билд: мана / магия, Reaper дебаффы · Крафт: Magic Staff + Demonic Flask · Пары: Whetstone, Gloves of Haste","Железо, которое не ржавеет от времени — только от того, что на него смотрят слишком долго.",да,
apprentice_staff,Посох ученика,🪄,common,Обычный,3,оружие; магия; ближний,Магический удар 1–3 урона.,,"Железо, которое не ржавеет от времени — только от того, что на него смотрят слишком долго.",,
potion_belt,Пояс зелий,🧷,legendary,Легендарный,5,сумка; аксессуар,"+4 слотов рюкзака. На 8% чаще срабатывают эффекты предметов. При 4+ негативах снимает 10, один раз за бой.",Универсальный / автономный,"Украшение с чужого запястья. Размер подходит. Это должно тревожить сильнее, чем тревожит.",,да
fanny_pack,Поясная сумка,🎒,rare,Редкий,3,сумка,+2 слотов рюкзака. Предметы внутри на 10% быстрее.,Универсальный / автономный,"Внутри больше места, чем снаружи. Как комната, в которую ты заходишь и понимаешь — выхода не было никогда.",,да
prismatic_orb,Призматическая сфера,🔮,godly,Божественный,14,аксессуар; магия; святой,+2 мана за «магия». +1 мана за «огонь». +12% к магическому урону. +4% к лечению. Каждые 8 сек: +1 ко всем бонусам. Лечение 2 HP.,"Билд: мана / магия · Пары: Mana Orb, Mana Potion, магические посохи","Магия здесь не светится. Она шепчет и портит воздух, как плесень в вентиляции.",,
prismatic_sword,Призматический меч,🗡️🌈,godly,Божественный,15,оружие; ближний; магия; огонь; лёд,При попадании: +1 мана. +15% к лечению от урона за каждый предмет «холод». На 8% быстрее за «огонь». Магический удар 8–14 урона.,"Билд: мультистихия · Пары: Prismatic Orb, все типы кристаллов","Когда-то это было оружием. Теперь — улика. Кровь здесь не красная, а цвета старой плёнки.",да,
spectral_dagger,Призрачный кинжал,👻,uncommon,Необычный,0,оружие; магия; ближний,"При попадании: тратит 1 мана, следующая атака +6 урона. Дополнительная атака по оглушённому противнику. Магический удар 2–5 урона.",,"Железо, которое не ржавеет от времени — только от того, что на него смотрят слишком долго.",да,
cork_charm,Пробка-оберег,🧿,common,Обычный,2,универсальный; аксессуар,Блок 2.,,Инструмент из ящика «на всякий случай». В этом городе «всякий случай» — это каждый день.,,
cursed_dagger,Проклятый кинжал,🔪🌑,unique,Уникальный,10,оружие; ближний; тёмный; крафт,Доп. атака при оглушении. +2 яда. +1% крит за дебафф противника.,"Билд: Reaper дебаффы · Крафт: Dagger + Corrupted Crystal · Пары: Whetstone, Gloves of Haste",Удар им не больнее обычного. Просто после удара дольше не слышишь собственный пульс.,,
piercing_arrow,Пронзающая стрела,🏹💥,unique,Уникальный,10,оружие; дальний; крафт,+50% крит. урона. При крите: снять 15 блока.,"Билд: Ranger дальний бой · Пары: Whetstone, Gloves of Haste",Удар им не больнее обычного. Просто после удара дольше не слышишь собственный пульс.,,
gingerbread_jerry,Пряничный Джерри,🍪,unique,Уникальный,8,питомец; крафт,"В начале боя: +40 макс. здоровья. Каждые 3с: потратить 1, 1 и 1: получить 1, 3 и +20 макс. здоровья. Еда: срабатывает на 10% быстрее за каждую еду другого типа (кроме Пряничного Джерри).",Билд: питомцы,"Спутник не живой. Он просто ещё не понял, что давно умер — и потому остаётся рядом.",,
blazing_spear,Пылающее копьё,🔱🔥,godly,Божественный,14,оружие; огонь; ближний; крафт,Перед промахом: −1 жар → попадание и +8 урона. Снять 8 блока. При попадании: +2 жара.,Крафт: Molten Spear + 4× Lump of Coal,"Когда-то это было оружием. Теперь — улика. Кровь здесь не красная, а цвета старой плёнки.",да,
burning_blade,Пылающий клинок,🔥⚔️,legendary,Легендарный,17,оружие; огонь; ближний; крафт,При попадании: +1 жар. При 6 жара: оружие +1 урона.,"Билд: огонь / Pyromancer · Крафт: Burning Sword + 2× Whetstone · Пары: Whetstone, Gloves of Haste",Удар им не больнее обычного. Просто после удара дольше не слышишь собственный пульс.,да,
burning_sword,Пылающий меч,🗡️🔥,epic,Эпический,13,оружие; ближний; огонь; крафт,При попадании: 60% +1 жар. При 7 жара: оружие +1 урона.,"Билд: огонь / Pyromancer · Ветка: → Burning Blade · Пары: Draconic Orb, Oil Lamp","Когда-то это было оружием. Теперь — улика. Кровь здесь не красная, а цвета старой плёнки.",да,
burning_torch,Пылающий факел,🔥,epic,Эпический,5,аксессуар; огонь; крафт,В начале боя: +2 жар. При попадании: +1 усиление. +8% к урону.,"Билд: огонь / Pyromancer · Крафт: Torch + источник огня · Пары: Draconic Orb, Oil Lamp, Flame-крафты",Жар от него пахнет не дымом — горелой бумагой и чужими фотографиями.,да,
